id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0464,supported (reworded),low,,A controller intended to respond to low stock *irrespective of its current rate of change* requires a separately registered level-dependent channel.,5.4,"The statement is falsifiable against the record rather than self-sealing: a stock change smaller than the certified lower bound exposes a wrong coefficient, a missing flux, or a measurement inconsistency, and each of the three is a registered obligation, not a licence to reconcile.","aligned passage, weak",0.083,0.033,0.083,,,
D0465,not a claim (signposting),high,6,The ledger supplies the net active-pool derivative needed to tell gross throughput apart from net decline and from a model-conditioned threshold time.,6,The ledger supplies the net active-pool derivative needed to distinguish gross throughput from net decline and from a model-conditioned threshold time.,aligned passage,0.875,0.936,1.0,,"polarity phrased differently (passage no negator, draft ['not']) ; the sentence reports what the document does, not what the world does",
D0466,excluded: shared verbatim,n/a,6,"The distinction matters because ""time to depletion"" is publicly used as if all three were one quantity.",,,identical text,1.0,1.0,,,,
D0467,supported (near-verbatim),high,6,"They are not, and the worked instances below make the differences explicit.",6,"They are not, and the worked instances of this section make the differences explicit.",aligned passage,0.831,0.897,1.0,,,
D0468,excluded: shared verbatim,n/a,6,"Let be a declared threshold for the active abiotic pool, with .",,,identical text,1.0,1.0,,,,
D0469,supported (near-verbatim),high,6.1,"**Definition 3 (Gross turnover intensity and support coverage).** *With assimilation , the gross turnover intensity is and the gross support-coverage ratio is . **Neither is a time to depletion.***",6.1,"**Definition 3 (Gross turnover intensity and support coverage).** *With assimilation , the gross turnover intensity is and the gross support-coverage ratio is .*",aligned passage,0.836,0.906,0.75,,"polarity phrased differently (passage no negator, draft ['neither'])",
D0470,supported (near-verbatim),high,,"At an interior steady state, can be positive while decomposition and geological transfer balance it exactly, so that .",,"The implication is false in general: at an interior steady state, can be positive while decomposition and geological transfer balance it exactly, so that .",elsewhere in the deposit,0.822,0.865,0.0,,,
D0471,supported (near-verbatim),high,,Gross uptake measures throughput or dependency.,,Gross uptake measures throughput or dependency; net depletion is a balance property.,elsewhere in the deposit,0.645,0.719,0.0,,,
D0472,supported (reworded),high,,Net depletion is a balance property.,,Gross uptake measures throughput or dependency; net depletion is a balance property.,elsewhere in the deposit,0.529,0.598,0.0,,,
D0473,supported (near-verbatim),high,6.1,"This false-implication record is the first rung of the taxonomy, and it governs every application below.",,This false-implication record is the first rung of the taxonomy and governs every application below.,aligned passage,1.0,0.985,1.0,,,
D0474,supported (near-verbatim),high,6.1,It correctly reports *no current net decline* at a stationary or replenishing state.,,**Definition 4 (Local net-depletion ratio).** *with the extended-real convention when — correctly reporting no current net decline at a stationary or replenishing state.,aligned passage,0.627,0.672,1.0,,,
D0475,excluded: shared verbatim,n/a,6.1,The ratio is still not a trajectory forecast: it freezes the current net rate.,,,identical text,1.0,1.0,,,,
D0476,excluded: shared verbatim,n/a,6.1,"If the fluxes change with , policy, climate, prices or other states, the realized threshold time can differ substantially.",,,identical text,1.0,1.0,,,,
D0477,needs check: scope,high,6.1,"**Definition 5 (Scenario-conditioned hitting time).** *For a fully specified dynamical model, policy or scenario , disturbance history , and initial state ,*",6.1,"**Definition 5 (Scenario-conditioned hitting time).** *For a fully specified dynamical model, policy or scenario , disturbance history , and initial state ,* *with if the threshold is never reached.",elsewhere in the deposit,0.855,0.88,0.0,needs check: scope: the sentence this one restates is conditioned by ['if']; the draft states it unconditionally,"polarity phrased differently (passage ['never', 'not'], draft no negator)",
D0478,excluded: shared verbatim,n/a,6.1,"Under parameter, observation and scenario uncertainty, the appropriate output is a **distribution or robust interval** of , not a single universal date.",,,identical text,1.0,1.0,,,,
D0479,excluded: shared verbatim,n/a,6.1,The three quantities answer different questions and must not share one depletion-horizon label.,,,identical text,1.0,1.0,,,,
D0480,supported (reworded),medium,6.2,"**Proposition 17 (Local threshold-horizon bracket).** *Assume (H1) is absolutely continuous with ; (H2) constants and are given, and ; (H3) ; (H4) for almost every while stays above .",,*(H4) for almost every while stays above .*,aligned passage,0.371,0.382,1.0,,the figure 17 is stated in the deposit but outside this passage,
D0481,excluded: shared verbatim,n/a,6.2,"Then a first crossing time exists no later than , and*",,,identical text,1.0,1.0,,,,
D0482,needs check: scope,medium,6.2,"In words: promise that the decline stays within 10% of a fixed rate, and the frozen-rate ratio is guaranteed to be within about 11% of the true crossing time.",,"**Proposition 26 (Sign of the frozen-rate error).** Let with on , and write the true horizon and the frozen-rate ratio as If is nondecreasing in then , and the frozen-rate number is conservative.",elsewhere in the deposit,0.316,0.467,0.0,needs check: scope: the sentence this one restates is conditioned by ['if']; the draft states it unconditionally,"the figure 10, 11 is stated in the deposit but outside this passage",
D0483,supported (near-verbatim),high,6.2,"It fails when depletion reverses, when the rate approaches zero, or when feedback moves the trajectory outside the declared rate bounds.",6.2,"This is a local diagnostic only: it fails when depletion reverses, the rate approaches zero, or feedback moves the trajectory outside the declared rate bounds.",aligned passage,0.83,0.854,1.0,,,
D0484,supported (near-verbatim),high,6.2,"Its companion is the one-sided exhaustion proposition of §3.6, whose counterexample — proportional extraction never exhausts in finite time — shows that the uniform margin is load-bearing in both directions.",6.2,"Its companion is the one-sided exhaustion proposition of Section 3.6, whose counterexample — proportional extraction never exhausts in finite time — shows that the uniform margin is load-bearing in both directions.",aligned passage,0.963,0.98,1.0,,,
D0485,excluded: shared verbatim,n/a,6.2,"The bracket bounds the frozen-rate ratio's error under declared rate bounds, and nothing more.",,,identical text,1.0,1.0,,,,
